ID,age,CourseID,program,code
RUB 29,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 30,19,rub,2nd year undergraduate: BA major ,BA 2
RUB 31,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 32,21,rub,2nd year undergraduate: BA major ,BA 2
RUB 33,19,rub,2nd year undergraduate: BA major ,BA 2
RUB 34,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 35,23,rub,"2nd year undergraduate: BA not major, math  ",BA 2
RUB 36,35,rub,2nd year undergraduate: BA major ,BA 2
RUB 37,25,rub,2nd year undergraduate: BA major ,BA 2
RUB 38,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 39,21,rub,2nd year undergraduate: BA major ,BA 2
RUB 40,21,rub,2nd year undergraduate: BA major ,BA 2
RUB 41,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 42,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 43,22,rub,2nd year undergraduate: BA major ,BA 2
RUB 44,22,rub,2nd year undergraduate: BA major ,BA 2
RUB 45,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 46,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 47,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 48,20,rub,2nd year undergraduate: BA major ,BA 2
RUB 49,21,rub,2nd year undergraduate: BA two or more majors with one being physics,BA 2
RUB 50,24,rub,2nd year undergraduate: BA two or more majors with one being physics,BA 2
RUB 51,23,rub,2nd year undergraduate: BA two or more majors with one being physics,BA 2
RUB 52,22,rub,2nd year undergraduate: BA major ,BA 2
RUB 53,21,rub,2nd year undergraduate: BA major ,BA 2
RUB 54,23,rub,2nd year undergraduate: BA major ,BA 2
RUB 55,17,rub,2nd year undergraduate: BA major ,BA 2
RUB 56,21,rub,2nd year undergraduate: BA major ,BA 2
RUB 57,21,rub,2nd year undergraduate: BA major ,BA 2
RUB 58,22,rub,2nd year undergraduate: BA major ,BA 2
RUB 59,21,rub,2nd year undergraduate: BA major ,BA 2
SA 001,19,sa,"1st year undergraduate: BA not major, geology",SP
SA 002,19,sa,"1st year undergraduate: BA not major, geo-environ sci",SP
SA 003,19,sa,"1st year undergraduate: BA not major, biology",SP
SA 004,18,sa,"1st year undergraduate: BA not major, biodiversity and ecology",SP
SA 005,20,sa,"1st year undergraduate: BA not major, geology",SP
SA 006,19,sa,"1st year undergraduate: BA not major, biology",SP
SA 007,20,sa,"1st year undergraduate: BA not major,BSc sport science",SP
SA 008,19,sa,"1st year undergraduate:Other: major in ecology, physics one of my subjects",SP
SA 009,20,sa,"1st year undergraduate: BA not major, geology",SP
SA 010,19,sa,"1st year undergraduate: BA not major, Psychology and biology",SP
SA 011,19,sa,"1st year undergraduate: BA not major, Bsc molecular biology ",SP
SA 012,19,sa,"1st year undergraduate: BA not major, biology",SP
SA 013,20,sa,"1st year undergraduate: BA not major, erath science",SP
SA 014,19,sa,"1st year undergraduate: BA not major, molecularbiology and biotechnology",SP
SA 015,19,sa,"1st year undergraduate: BA not major, Bsc spot science",SP
SA 016,19,sa,"1st year undergraduate: BA not major, chemistry",SP
SA 017,19,sa,"1st year undergraduate: BA not major, biology",SP
SA 018,19,sa,"1st year undergraduate: BA not major, earth science",SP
SA 019,19,sa,"1st year undergraduate: BA not major,geology",SP
SA 020,19,sa,"1st year undergraduate: BA not major, food science",SP
SA 021,19,sa,1st year undergraduate: BA not major,SP
SA 022,19,sa,"1st year undergraduate: BA not major,human lifesciences",SP
SA 023,19,sa,1st year undergraduate: BA not major,SP
SA 024,19,sa,1st year undergraduate: BA not major,SP
SA 025,19,sa,"1st year undergraduate: BA not major, food science",SP
SA 026,19,sa,"1st year undergraduate: BA not major,biology",SP
SA 027,19,sa,"1st year undergraduate: BA not major, bsc foodscience",SP
SA 028,19,sa,"1st year undergraduate: BA not major,viticulture",SP
SA 029,19,sa,"1st year undergraduate: BA not major,food science",SP
SA 030,19,sa,"1st year undergraduate: BA not major,biology and chemistry",SP
SA 031,,sa,"1st year undergraduate: BA not major,Agri science",SP
SA 032,18,sa,1st year undergraduate: BA two or more majors with one being physics ,BA 1
SA 033,19,sa,"1st year undergraduate: BA not major,biology human life",SP
SA 034,,sa,"1st year undergraduate: BA not major,biology",SP
SA 035,19,sa,"1st year undergraduate: BA not major,physiology",SP
SA 036,18,sa,1st year undergraduate: BA not major,SP
SA 037,18,sa,"1st year undergraduate: BA not major,biology",SP
SA 038,19,sa,"1st year undergraduate: BA not major,sport",SP
SA 039,19,sa,"1st year undergraduate: BA not major,biology",SP
SA 040,19,sa,1st year undergraduate: BA not major,SP
SA 041,19,sa,"1st year undergraduate: BA not major,oenology",SP
SA 042,18,sa,"1st year undergraduate: BA not major,oenology and viticulture",SP
SA 043,18,sa,"1st year undergraduate: BA not major,biology",SP
SA 044,19,sa,1st year undergraduate: BA not major,SP
SA 045,19,sa,"1st year undergraduate: BA not major,biodiversity and ecology",SP
SA 046,19,sa,"1st year undergraduate: BA not major,anatomy or physiology",SP
SA 047,20,sa,"1st year undergraduate: BA not major,biodiversity and ecology",SP
SA 048,19,sa,"1st year undergraduate: BA not major, animal science",SP
SA 049,19,sa,"1st year undergraduate: BA not major,molekular biology and biotech",SP
SA 050,19,sa,"1st year undergraduate: BA not major,biology and psychology",SP
SA 051,20,sa,2nd year undergraduate: BA not major,SP
SA 052,,sa,"1st year undergraduate: BA not major,molekular biotechnology",SP
SA 053,22,sa,"1st year undergraduate: BA not major,human life science, psychology",SP
SA 054,18,sa,"1st year undergraduate: BA not major,molecular biology",SP
SA 055,18,sa,"1st year undergraduate: BA not major,food science",SP
SA 056,18,sa,1st year undergraduate: BA two or more majors with one being physics ,SP
SA 057,21,sa,1st year undergraduate: BA not major,SP
SA 058,18,sa,"1st year undergraduate: BA not major,human life science with psychology ",SP
SA 059,20,sa,"1st year undergraduate: BA not major,molecular biology and biotechnology ",SP
SA 060,22,sa,"1st year undergraduate: BA not major,food science",SP
SA 061,21,sa,"1st year undergraduate: BA not major,human life science mjors in genetics and psychology ",SP
SA 062,19,sa,1st year undergraduate: BA not major,SP
SA 063,20,sa,"1st year undergraduate: BA not major,human life science",SP
SA 064,19,sa,"1st year undergraduate: BA not major,molecular biology",SP
SA 065,18,sa,"1st year undergraduate: BA not major, genetics, human life",SP
SA 066,19,sa,"1st year undergraduate: BA not major,molecular biology and biotchnology",SP
SA 067,18,sa,"1st year undergraduate: BA not major,food science",SP
SA 068,19,sa,"1st year undergraduate: BA not major,human life science",SP
SA 069,19,sa,1st year undergraduate: BA two or more majors with one being physics ,SP
SA 070,,sa,"1st year undergraduate: other, changing to do bsc physiotherapy in 2013",SP
SA 071,18,sa,"1st year undergraduate: BA not major, human life",SP
SA 072,26,sa,"1st year undergraduate: BA not major,viticulture and oenology ",SP
SA 073,19,sa,"2nd year undergraduate: BA not major,biology, physiology ",SP
SA 074,22,sa,"2nd year undergraduate: BA not major,biology",SP
SA 075,19,sa,"1st year undergraduate: BA not major,human life science",SP
SA 076,24,sa,"1st year undergraduate: BA not major,viticulture and oenology ",SP
SA 077,,sa,"1st year undergraduate: BA not major,life science ",SP
SA 078,19,sa,"1st year undergraduate: BA not major,human life science ",SP
SA 079,19,sa,"1st year undergraduate: BA not major,food science ",SP
SA 080,19,sa,"1st year undergraduate: BA not major, molecular biology and biotechnology ",SP
SA 081,18,sa,1st year undergraduate,SP
SA 082,19,sa,"1st year undergraduate: BA not major,human life science wirh psychology",SP
SA 083,20,sa,1st year graduate: BA not major,SP
SA 084,20,sa,1st year graduate: BA not major,SP
SA 085,19,sa,"2nd year undergraduate: BA not major,biology, anatomy ",SP
SA 086,21,sa,"1st year undergraduate: BA not major,physiology ",SP
SA 087,20,sa,"1st year undergraduate: BA not major, Oenology and viticulture ",SP
SA 088,20,sa,1st year undergraduate: BA not major,SP
SA 089,20,sa,"1st year graduate: BA not major,human life science ",SP
SA 090,20,sa,"1st year undergraduate: BA not major,biology, lifesciences ",SP
SA 091,20,sa,"1st year undergraduate: BA not major,Agric Viticulture and Oenology ",SP
SA 092,20,sa,"1st year undergraduate: BA not major,human life (with psych)",SP
SA 093,19,sa,"1st year undergraduate: BA not major,human life sciences ",SP
SA 094,18,sa,"1st year undergraduate: BA not major,human biology",SP
SA 095,19,sa,"1st year undergraduate: BA not major,human life sciences",SP
SA 096,18,sa,"1st year undergraduate: BA not major,biology",SP
SA 097,19,sa,"1st year undergraduate: BA not major,human lifescience",SP
SA 098,18,sa,"1st year undergraduate: BA not major,biology",SP
SA 099,19,sa,"1st year undergraduate: BA not major,animal science ",SP
SA 100,18,sa,"1st year graduate: BA not major, animal science ",SP
SA 101,19,sa,"1st year undergraduate: BA not major,animal science ",SP
SA 102,22,sa,"1st year undergraduate: BA not major,human science ",SP
SA 103,19,sa,"1st year graduate: BA not major,animal science ",SP
SA 104,20,sa,1st year undergraduate: BA not major,SP
SA 105,19,sa,1st year undergraduate: BA two or more majors with one being physics ,BA1
SA 106,,sa,"1st year undergraduate: BA not major,humanlifescience and pshychology ",SP
SA 107,21,sa,"1st year undergraduate: BA not major,viticulture and oenology ",SP
SA 108,19,sa,"1st year undergraduate: BA not major,viticulture and oenology ",SP
SA 109,21,sa,"1st year undergraduate: BA not major,animal science ",SP
SA 110,19,sa,"1st year graduate: BA not major,human life sciences ",SP
SA 111,19,sa,"1st year undergraduate: BA not major,molekular biology and biotechnology ",SP
SA 112,18,sa,"1st year undergraduate: BA not major,human life sciences ",SP
SA 113,19,sa,"1st year undergraduate: BA not major,biology",SP
SA 114,20,sa,2nd year undergraduate: BA not major,SP
SA 115,21,sa,"1st year undergraduate: BA not major,biology",SP
SA 116,18,sa,"1st year undergraduate: BA not major,human life science ",SP
SA 117,,sa,"1st year undergraduate: BA not major,biology",SP
SA 118,20,sa,"1st year undergraduate: BA not major,biology",SP
SA 119,20,sa,"1st year undergraduate: BA not major,geology",SP
SA 120,18,sa,"1st year undergraduate: BA not major,biology",SP
SA 121,18,sa,"1st year graduate: BA not major, genetics",SP
SA 122,19,sa,"1st year undergraduate: BA not major,zoology",SP
SA 123,19,sa,"1st year undergraduate: BA not major,sport science ",SP
SA 124,18,sa,1st year undergraduate: BA not major,SP
SA 125,19,sa,"1st year undergraduate: BA not major,sport science ",SP
SA 126,19,sa,"1st year undergraduate: BA not major,sport science ",SP
SA 127,19,sa,"2nd year undergraduate: BA not major,biology",SP
SA 128,19,sa,1st year undergraduate: BA not major,SP
SA 129,19,sa,"1st year undergraduate: BA not major,molecular biology and biotechnology ",SP
SA 130,19,sa,1st year undergraduate: BA not major,SP
SA 131,19,sa,1st year undergraduate: BA not major,SP
SA 132,19,sa,"1st year undergraduate: BA not major,molecular biology and biotechnologie",SP
SA 133,19,sa,"1st year undergraduate: BA not major, animal science ",SP
SA 134,19,sa,1st year undergraduate: BA not major,SP
SA 135,18,sa,1st year undergraduate: BA not major,SP
SA 136,18,sa,"1st year undergraduate: BA not major,biology",SP
SA 137,19,sa,1st year undergraduate: BA not major,SP
SA 138,19,sa,"1st year graduate: BA not major, animal science ",SP
SA 139,18,sa,"1st year undergraduate: BA not major, viticulture and oenology ",SP
SA 140,19,sa,1st year undergraduate: BA not major,SP
SA 141,19,sa,"1st year undergraduate: BA not major,horticulture",SP
SA 142,19,sa,"1st year undergraduate: BA not major,food science",SP
SA 143,19,sa,1st year undergraduate: BA not major,SP
SA 144,19,sa,Other: BSc agric 1st year graduate,SP
SA 145,19,sa,Other: BSc agric 1st year graduate,SP
SA 146,22,sa,"Ba not major:  BSc Human life sciences, Major in psychology 1st year undergraduate",SP
SA 147,19,sa,Ba not major:  Animal science 1st year undergraduate,SP
SA 148,19,sa,Other:  BSc Human life sciences 1st year undergraduate,SP
SA 149,,sa,Ba not major:  1st year graduate,SP
SA 150,18,sa,Ba not major:  1st year ,SP
SA 151,20,sa,Other: Human Biology  1st year undergraduate,SP
SA 152,19,sa,Ba not major:  Biology 1st year undergraduate,SP
SA 153,20,sa,Ba not major: Biology 1st year undergraduate,SP
SA 154,19,sa,Other: BSc agric  1st year ,SP
SA 155,19,sa,Other: BSc Agric  1st year undergraduate,SP
SA 156,19,sa,Ba not major: BSc Food Science with Cemistry 1st year undergraduate,SP
SA 157,19,sa,Ba not major: BSc Food Science with Cemistry 1st year graduate,SP
SA 158,19,sa,Ba not major:  1st year undergraduate,SP
SA 159,19,sa,Ba not major:  1st year undergraduate,SP
SA 160,19,sa,Ba not major: Animal science 1st year undergraduate,SP
SA 161,19,sa,Ba not major: BSc Human Lifesciences 1st year undergraduate,SP
SA 162,18,sa,Ba not major:  Molecular biology 1st year graduate,SP
SA 163,19,sa,Ba not major: Biology  1st year undergraduate,SP
SA 164,19,sa,Ba not major:  Zoology 1st year undergraduate,SP
SA 165,19,sa,Ba not major: Humanlife studies 1st year ,SP
SA 166,19,sa,Ba not major:  Molecular biology and biotechnology 1st year undergraduate,SP
SA 167,19,sa,Ba not major:  2nd year undergraduate,SP
SA 168,21,sa,Other: BSc Human Life sciences with psychology  1st year undergraduate,SP
SA 169,20,sa,"Ba not major: Biochemistry, Food science 1st year undergraduate",SP
SA 170,19,sa,Ba not major: Food science 1st year undergraduate,SP
SA 171,19,sa,Ba not major:  1st year undergraduate,SP
SA 172,19,sa,Ba not major:  1st year undergraduate,SP
SA 173,19,sa,Ba not major:  1st year undergraduate,SP
SA 174,23,sa,Ba not major:  1st year undergraduate,SP
SA 175,19,sa,"Ba not major:  animal science, 1st year",SP
SA 176,20,sa,"Ba not major:  Bsc Food science, 1st year undergraduate",SP
SA 177,19,sa,"Ba not major: BSc Agricultural science, 1st year graduate",SP
SA 178,18,sa,Ba not major:  1st year undergraduate,SP
SA 179,19,sa,"Ba not major:  Agriculture, plant pathology, 1st year undergraduate",SP
SA 180,19,sa,"Ba not major: Human life sciences, 1st year undergraduate",SP
SA 181,20,sa,"Ba not major:  Biochemistry and physiology, 2nd year undergraduate",SP
SA 182,23,sa,"Ba not major: Horticulture, 1st year undergraduate",SP
SA 183,19,sa,Ba not major:  1st year graduate,SP
SA 184,20,sa,"Ba not major: Biology,  1st year graduate",SP
SA 185,20,sa,"Other: BSc Agricultural science, major in crop production,  1st year ",SP
SA 186,19,sa,"Ba not major: Biology, 1st year undergraduate",SP
SA 187,20,sa,"Ba not major:  Human Biology, 1st year undergraduate",SP
SA 188,21,sa,"Ba not major:  Biology (Human), 1st year undergraduate",SP
SA 189,19,sa,"Ba not major:  sport science, 1st year undergraduate",SP
SA 190,19,sa,"Ba not major:  sport science, 1st year undergraduate",SP
SA 191,19,sa,"Ba not major:  sport science, 1st year undergraduate",SP
SA 192,19,sa,"Ba not major: animal sciencee,  1st year undergraduate",SP
SA 193,19,sa,"Ba not major: molecular biology, biotechnology,   1st year undergraduate",SP
SA 194,19,sa,"Ba not major: computer sciece,  1st year undergraduate",SP
SA 195,19,sa,"Ba not major:  soil science, viticulture, 1st year graduate",SP
SA 196,19,sa,"Ba not major: human life sciences, 1st year undergraduate",SP
SA 197,19,sa,"Ba not major: human life sciences, 1st year undergraduate",SP
SA 198,18,sa,"Ba not major: viticulture, oenology, 1st year undergraduate",SP
SA 199,19,sa,"Ba not major: BSc Human if with psych., 1st year graduate",SP
SA 200,19,sa,"Ba not major: Psychology, 1st year ",SP
SA 201,20,sa,"Ba not major:  molecular biology and biotechnology, 1st year graduate",SP
SA 202,19,sa,Ba not major:  1st year,SP
SA 203,20,sa,"Ba not major: Crop production, 1st year undergraduate",SP
SA 204,19,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 205,18,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 206,18,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 207,19,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 208,19,sa,"Ba not major: BSc molecular biology, biotechnology, 1st year undergraduate",SP
SA 209,20,sa,Ba not major:  1st year undergraduate,SP
SA 210,20,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 211,,sa,"Ba not major: BSc human life sciences,  1st year undergraduate",SP
SA 212,18,sa,"Ba not major: Physiology, biochemistry, 1st year undergraduate",SP
SA 213,18,sa,"Ba not major: genetics, biology,  1st year undergraduate",SP
SA 214,19,sa,"Ba not major: genetics,   1st year undergraduate",SP
SA 215,20,sa,"Ba not major: BSc human life sciences with physiology,  1st year undergraduate",SP
SA 216,19,sa,1st year ,
SA 217,18,sa,"Other: BSc human life sciences with psychology,  1st year undergraduate",SP
SA 218,19,sa,Ba not major:  1st year undergraduate,SP
SA 219,19,sa,"Ba not major: BSc agric (animal science),  1st year undergraduate",SP
SA 220,19,sa,Ba not major:  1st year ,SP
SA 221,19,sa,"Ba not major: BSc agric (animal science),  1st year undergraduate",SP
SA 222,19,sa,"Ba not major: animal science, 1st year undergraduate",SP
SA 223,18,sa,"Ba not major:   psychology, 1st year undergraduate",SP
SA 224,19,sa,"Ba not major: biology, 1st year undergraduate",SP
SA 225,19,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 226,19,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 227,19,sa,"Ba not major:  human life science, phycology, 1st year undergraduate",SP
SA 228,19,sa,"Ba not major: human life studies, 1st year undergraduate",SP
SA 229,19,sa,"Ba not major: life science,  1st year undergraduate",SP
SA 230,19,sa,"Ba not major:  biotechnology, 1st year undergraduate",SP
SA 231,19,sa,"Ba not major:  animal science, 1st year undergraduate",SP
SA 232,19,sa,Ba not major:  1st year undergraduate,SP
SA 233,19,sa,Ba not major:  1st year undergraduate,SP
SA 234,19,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 235,19,sa,"Ba not major: viticulrure, oenology,  1st year undergraduate",SP
SA 236,19,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 237,21,sa,"Ba not major: biotechnology,  1st year undergraduate",SP
SA 238,,sa,"Ba not major:  BSc  ecology, biodivirgity, 1st year undergraduate",SP
SA 239,19,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 240,19,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 241,18,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 242,19,sa,"Ba not major: food science,  1st year undergraduate",SP
SA 243,20,sa,"Ba not major:  wine, 1st year",SP
SA 244,18,sa,"Ba not major:  biology, psychology, 1st year undergraduate",SP
SA 245,20,sa,Ba not major:  1st year undergraduate,SP
SA 246,19,sa,"Ba not major: chemistry,  1st year undergraduate",SP
SA 247,25,sa,"Ba not major: geology,  1st year undergraduate",SP
SA 248,19,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 249,18,sa,"Ba not major: molecular biology, biotechnology,  1st year ",SP
SA 250,19,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 251,19,sa,"Ba not major:  geology, 1st year undergraduate",SP
SA 252,19,sa,"Ba not major: sport science,  1st year graduate",SP
SA 253,19,sa,"Ba not major: molecular biology,  1st year graduate",SP
SA 254,19,sa,"Ba not major:  geology, 1st year ",SP
SA 255,20,sa,"Ba not major:  BSc animal science with ecology, 1st year graduate",SP
SA 256,19,sa,"Ba not major: genetics, microbiology,  1st year graduate",SP
SA 257,48,sa,"Ba, physcis major: 1st year ",BA 1
SA 258,19,sa,"Ba not major:  biology, 1st year undergraduate",SP
SA 259,20,sa,"Ba not major: BSc agri,   1st year undergraduate",SP
SA 260,19,sa,"Ba not major:  BSc food science, 1st year ",SP
SA 261,19,sa,"Ba, physics major:  1st year ",BA 1
SA 262,19,sa,"Ba not major:  human life sciences, 1st year undergraduate",SP
SA 263,22,sa,"Ba not major:  food science, 1st year undergraduate",SP
SA 264,19,sa,"Other: BSc agric,  1st year undergraduate",SP
SA 265,,sa,"Ba not major:  food science, 1st year undergraduate",SP
SA 266,18,sa,"Ba not major: chemistry,  1st year undergraduate",SP
SA 267,20,sa,"Other: BSc molecular biology, biotechnology,  1st year",SP
SA 268,18,sa,"Ba not major: earth science,  1st year undergraduate",SP
SA 269,24,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 270,19,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 271,25,sa,"Ba not major: biology,  1st year undergraduate",SP
SA 272,22,sa,"Ba not major: BSc human life sciences,  1st year undergraduate",SP
SA 273,18,sa,"Ba not major: psychology,  1st year undergraduate",SP
SA 274,19,sa,"Ba not major: food scince,  1st year undergraduate",SP
SA 275,18,sa,"Ba not major: BSc agriculture,  1st year undergraduate",SP
SA 276,19,sa,"Other: human biology,  1st year undergraduate",SP
SA 277,19,sa,"Ba not major: biotechnology,  1st year undergraduate",SP
SA 278,20,sa,"Ba not major: biology,  2nd year undergraduate",SP
SA 279,19,sa,"Ba not major: BSc human life sciences with psychology,  1st year undergraduate",SP
SA 280,18,sa,"Ba not major: BSc human life sciences with psychology,  1st year undergraduate",SP
SA 281,20,sa,Ba not major:  1st year graduate,SP
SA 282,19,sa,"Ba not major: agri,  1st year ",SP
SA 283,19,sa,"Ba not major: crop production,  1st year graduate",SP
SA 284,19,sa,"Ba not major: biology, psychology,  1st year undergraduate",SP
SA 285,22,sa,"Other: physics as one of the subjects,  1st year ",SP
SA 286,19,sa,"Ba not major: biology, psychology,   1st year undergraduate",SP
SA 287,19,sa,Ba not major:   1st year graduate,SP
SA 288,18,sa,Ba not major:  1st year undergraduate,SP
SA 289,19,sa,Ba not major:  1st year undergraduate,SP
SA 290,19,sa,Ba not major:  1st year undergraduate,SP
SA 291,19,sa,Ba not major:  1st year,SP
Uma 01,21,uma,"Ba physics major, 3rd year undergraduate",BA 3
Uma 02,30,uma,"Ba physics major, engineering physcis, 3rd year undergraduate",BA 3
Uma 03,21,uma,"Ba physcis major, 3rd year undergraduate",BA 3
Uma 04,20,uma,"Ba physics major, engineering physcis, 3rd year undergraduate",BA 3
Uma 05,29,uma,"Ba with one major being physics, 3rd year undergraduate",BA 3
Uma 06,24,uma,"Ba physcis major, 6th year undergraduate",BA 6
Uma 07,20,uma,"Ba with one major being physics, 3rd year undergraduate",BA 3
Uma 08,20,uma,"Ba physcis major, 3rd year undergraduate",BA 3
Uma 09,20,uma,"Ba physcis major, 2nd year undergraduate",BA 2
Uma 10,21,uma,"Ba physcis major, 3rd year undergraduate",BA 3
USA 01,23,usa,"1st year graduate: BA not major, business degree",SP
USA 02,18,usa,"1st year undergraduate: BA not major, nutrition and excercize scienence ",SP
USA 03,19,usa,"1 physics class, business",SP
USA 04,31,usa,"2nd year, associate of atrs transfer, history",SP
USA 05,17,usa,"1st, High School Completion",SP
USA 06,17,usa,1st year undergraduate,SP
USA 07,19,usa,"1st year undergraduate: BA not major, air traffic management ",SP
USA 08,20,usa,"2nd yaer undergraduate: other, airline dispatch ",SP
USA 09,19,usa,1st year undergraduate,SP
USA 10,16,usa,1st,SP
USA 11,18,usa,Ba not major:  Physical Therapy,SP
USA 12,29,usa,"Other: Prerequistes,  1st year undergraduate",SP
USA 13,21,usa,"Other: Ahathon,  2nd year undergraduate",SP
USA 14,18,usa,"Other: associates in arts, 2nd year undergraduate",SP
USA 15,18,usa,"Master: civil engineering, 1st year undergraduate",SP
USA 16,18,usa,Other:  2nd year undergraduate,SP
USA 17,18,usa,"Other: Prerequistes,  2nd year undergraduate",SP
USA 18,27,usa,"Ba not major:  history, 1st year undergraduate",SP
USA 19,22,usa,"Ba not major:  Aviation, 1st year undergraduate",SP
BRA 01,19,bra,,SP
BRA 02,18,bra,,SP
BRA 03,23,bra,,SP
BRA 04,20,bra,,SP
BRA 05,17,bra,,SP
BRA 06,18,bra,,SP
BRA 07,18,bra,,SP
BRA 08,19,bra,,SP
BRA 09,27,bra,,SP
BRA 10,17,bra,,SP
BRA 11,18,bra,,SP
BRA 12,17,bra,,SP
BRA 13,20,bra,,SP
BRA 14,22,bra,,SP
BRA 15,18,bra,,SP
BRA 16,17,bra,,SP
BRA 17,23,bra,,SP
BRA 18,18,bra,,SP
BRA 19,19,bra,,SP
BRA 20,19,bra,,SP
BRA 21,19,bra,,SP
BRA 22,18,bra,,SP
BRA 23,19,bra,,SP
BRA 24,28,bra,,SP
BRA 25,18,bra,,SP
BRA 26,19,bra,,SP
BRA 27,17,bra,,SP
BRA 28,17,bra,,SP
BRA 29,19,bra,,SP
BRA 30,20,bra,,SP
BRA 31,18,bra,,SP
BRA 32,18,bra,,SP
BRA 33,19,bra,,SP
BRA 34,22,bra,,SP
BRA 35,18,bra,,SP
BRA 36,19,bra,,SP
BRA 37,19,bra,,SP
BRA 38,20,bra,,SP
BRA 39,18,bra,,SP
BRA 40,18,bra,,SP
BRA 41,19,bra,,SP
BRA 42,19,bra,,SP
BRA 43,18,bra,,SP
BRA 44,19,bra,,SP
BRA 45,20,bra,,SP
BRA 46,38,bra,,SP
BRA 47,21,bra,,SP
BRA 48,18,bra,,SP
BRA 49,18,bra,,SP
BRA 50,20,bra,,SP
BRA 51,18,bra,,SP
BRA 52,20,bra,,SP
BRA 53,18,bra,,SP
BRA 54,19,bra,,SP
BRA 55,19,bra,,SP
BRA 56,18,bra,,SP
BRA 57,20,bra,,SP
BRA 58,21,bra,,SP
BRA 59,22,bra,,SP
BRA 60,28,bra,,SP
BRA 61,,bra,,SP
BRA 62,18,bra,,SP
BRA 63,19,bra,,SP
BRA 64,18,bra,,SP
BRA 65,19,bra,,SP
BRA 66,19,bra,,SP
BRA 67,17,bra,,SP
BRA 68,20,bra,,SP
BRA 69,19,bra,,SP
BRA 70,18,bra,,SP
BRA 71,19,bra,,SP
BRA 72,19,bra,,SP
BRA 73,18,bra,,SP
BRA 74,29,bra,,SP
BRA 75,19,bra,,SP
BRA 76,21,bra,,SP
BRA 77,17,bra,,SP
BRA 78,20,bra,,SP
BRA 79,18,bra,,SP
BRA 80,20,bra,,SP
BRA 81,19,bra,,SP
BRA 82,28,bra,,SP
BRA 83,20,bra,,SP
BRA 84,17,bra,,SP
SAB 1,22,sab,Other: B.Ed. Physical science for education,BA 1
SAB 2,23,sab,Other: B.Ed. Physical science for education,BA 1
SAB 3,21,sab,Other: B.Ed. Physical science for education,BA 1
SAB 4,25,sab,Other: B.Ed. Physical science for education,BA 1
SAB 5,21,sab,Other: B.Ed. Physical science for education / BA is two subjects,BA 1
SAB 6,23,sab,Other: B.Ed. Physical science for education,BA 1
SAB 7,21,sab,Other: B.Ed. Physical science for education,BA 1
SAB 8,23,sab,Other: B.Ed. Physical science for education,BA 1
SAB 9,22,sab,Other: B.Ed. Physical science for education,BA 1
SAB 10,20,sab,Other: B.Ed. Physical science for education,BA 1
SAB 11,30,sab,Other: B.Ed. Physical science for education,BA 1
SAB 12,21,sab,Other: B.Ed. Physical science for education,BA 1
SAB 13,24,sab,Other: B.Ed. Physical science for education,BA 1
SAB 14,20,sab,Other: B.Ed. Physical science for education,BA 1
SAB 15,19,sab,Other: B.Ed. Physical science for education,BA 1
SAB 16,19,sab,Other: B.Ed. Physical science for education,BA 1
SAB 17,18,sab,Other: B.Ed. Physical science for education,BA 1
SAB 18,19,sab,Other: B.Ed. Physical science for education,BA 1
SAB 19,19,sab,Other: B.Ed. Physical science for education,BA 1
SAB 20,23,sab,Other: B.Ed. Physical science for education,BA 1
SAB 21,21,sab,Other: B.Ed. Physical science for education,BA 1
SAB 22,20,sab,Other: B.Ed. Physical science for education,BA 1
SAB 23,,sab,Other: B.Ed. Physical science for education,BA 1
SAB 24,26,sab,Other: B.Ed. Physical science for education,BA 1
SAB 25,25,sab,Other: B.Ed. Physical science for education,BA 1
SAB 26,21,sab,Other: B.Ed. Physical science for education,BA 1
SAB 27,25,sab,Other: B.Ed. Physical science for education,BA 1
SAB 28,21,sab,Other: B.Ed. Physical science for education,BA 1
SAB 29,23,sab,Other: B.Ed. Physical science for education,BA 1
SAB 30,23,sab,Other: B.Ed. Physical science for education,BA 1
SAB 31,21,sab,Other: B.Ed. Physical science for education,BA 1
